"week","sender_label","receiver_label","lr","mean_lr_score","median_lr_score","n_edges","null_mean","null_sd","z_null","p_empirical","k","p_adj"
8,"Erythroblasts","Hofbauer cells","LGALS9->HAVCR2",0,0,4,0,NA,NA,NA,8,NA
8,"Erythroblasts","STB","HLA-G->LILRB1",0,0,9,0,NA,NA,NA,8,NA
8,"Erythroblasts","STB","HLA-G->LILRB2",0,0,9,0,NA,NA,NA,8,NA
8,"Erythroblasts","STB","LGALS9->HAVCR2",0,0,9,0,NA,NA,NA,8,NA
8,"Erythroblasts","STB-progenitor","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","STB-progenitor","HLA-G->LILRB2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","STB-progenitor","LGALS9->HAVCR2",0,0,1,0,NA,NA,NA,8,NA
8,"Erythroblasts","vCTB","HLA-G->LILRB1",0,0,9,0,NA,NA,NA,8,NA
8,"Erythroblasts","vCTB","HLA-G->LILRB2",0,0,9,0,NA,NA,NA,8,NA
8,"Erythroblasts","vCTB","LGALS9->HAVCR2",0,0,9,0,NA,NA,NA,8,NA
8,"FIB1","EVT","HLA-G->LILRB1",0,0,7,0,NA,NA,NA,8,NA
8,"FIB1","EVT","HLA-G->LILRB2",0,0,7,0,NA,NA,NA,8,NA
8,"FIB1","EVT","LGALS9->HAVCR2",0,0,7,0,NA,NA,NA,8,NA
8,"FIB1","EVT-progenitor","PGF->FLT1",0.194531306960125,0,6,0.0370020018359765,NA,NA,NA,8,NA
8,"FIB1","EVT-progenitor","TGFB1->TGFBR1",0.137797763446873,0,6,0.0416164498307111,NA,NA,NA,8,NA
8,"FIB1","EVT-progenitor","TGFB1->TGFBR2",0.137797763446873,0,6,0.0324589250934273,NA,NA,NA,8,NA
8,"FIB1","EVT3","HLA-G->LILRB1",0,0,2,0,NA,NA,NA,8,NA
8,"FIB1","EVT3","HLA-G->LILRB2",0,0,2,0,NA,NA,NA,8,NA
8,"FIB1","EVT3","LGALS9->HAVCR2",0,0,2,0,NA,NA,NA,8,NA
